"iccid","msisdn","startTime(UTC)","endTime(UTC)","bytes","mcc","mnc","promotionName"
"'8944500510178340612","'882360002724816","2018-05-01 09:18:18","2018-05-01 09:33:15","1024","'310","'260","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944503005179742384","'882360002186418","2018-05-01 09:18:18","2018-05-01 09:48:18","1024","'302","'220","UKJ BES5 LR@14 USD PER MB"
"'8944501108169030489","'882360000423048","2018-05-01 09:18:18","2018-05-01 09:20:07","1024","'310","'410","UKJ 3MB@1.50 OU 0.60 USD"
"'8944502511169414653","'882360001622965","2018-05-01 09:18:18","2018-05-01 09:18:20","1024","'234","'30","UKJ 100MB@4.47 OU 0.10 GBP CYP"
"'8944503005178104032","'882360002172583","2018-05-01 09:18:18","2018-05-01 09:18:27","1024","'730","'02","UKJ 5MB@2.89 OU 0.40 EUR DICTUC"
"'8944503005179790482","'882360002495758","2018-05-01 09:18:18","2018-05-01 09:22:37","1024","'234","'30","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944502010148260642","'447509154064","2018-05-01 09:18:18","2018-05-01 09:39:39","13312","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944503005179876182","'882360002504328","2018-05-01 09:18:19","2018-05-01 09:18:21","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169520426","'882360001633542","2018-05-01 09:18:19","2018-05-01 09:18:21","1024","'214","'03","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502105138018909","'447937806890","2018-05-01 09:18:19","2018-05-01 09:18:56","1024","'234","'15","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944502010148261962","'447509154196","2018-05-01 09:18:19","2018-05-01 09:23:14","8192","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944501410158426367","'447937582479","2018-05-01 09:18:19","2018-05-01 09:19:56","1024","'310","'260","UKJ 10MB@2.45 OU 0.80 USD"
"'8944501410158492237","'447937589066","2018-05-01 09:18:19","2018-05-01 09:20:08","1024","'310","'260","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944501410158406518","'447937580494","2018-05-01 09:18:19","2018-05-01 09:27:14","2048","'334","'03","UKJ 3MB@1.75 OU 0.60 USD GFM Z2"
"'8944502511169523289","'882360001633828","2018-05-01 09:18:19","2018-05-01 09:18:21","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944500510178222612","'882360002713016","2018-05-01 09:18:19","2018-05-01 09:18:24","1024","'706","'01","UKJ 5MB@2.10 OU 0.45 USD GPSTech Z2A"
"'8944503005179822210","'882360002498931","2018-05-01 09:18:19","2018-05-01 09:23:07","3072","'234","'10","UKJ 5MB@1.30 OU 0.50 GBP REM"
"'8901260881215083675","'17734325928","2018-05-01 09:18:19","2018-05-01 09:18:21","1024","'310","'260","UKTM 10MB@1.75 No OU USD Ablegrid"
"'8944501702168906432","'882360001293486","2018-05-01 09:18:19","2018-05-01 09:48:19","1024","'310","'260","UKJ BES5 LR@14 USD PER MB"
"'8944200103299000720","'447449374891","2018-05-01 09:18:20","2018-05-01 09:18:20","10240","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005178058048","'882360002167984","2018-05-01 09:18:20","2018-05-01 09:18:42","1024","'334","'03","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944500510178328377","'882360002723592","2018-05-01 09:18:20","2018-05-01 09:19:36","1024","'302","'720","UKJ 1MB@1.35 OU 0.65 USD PGE Z2"
"'8901260881215154302","'16156351745","2018-05-01 09:18:20","2018-05-01 09:30:59","2048","'310","'260","UKTM 10MB@1.75 No OU USD Ablegrid"
"'8944502511169410016","'882360001622501","2018-05-01 09:18:20","2018-05-01 09:19:08","24576","'234","'30","UKJ 100MB@4.47 OU 0.10 GBP CYP"
"'8944501505158333818","'447937561381","2018-05-01 09:18:20","2018-05-01 09:19:26","1024","'262","'03","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944501410158442927","'447937584135","2018-05-01 09:18:20","2018-05-01 09:28:27","1024","'234","'15","UKJ 3MB@1.17 OU 0.30 GBP Fowlers Finance"
"'8944501702168761613","'882360001279004","2018-05-01 09:18:21","2018-05-01 09:19:16","1024","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944501702168776447","'882360001280487","2018-05-01 09:18:21","2018-05-01 09:20:21","52428800","'247","'05","UKMI 100MB@10 EUR"
"'8944501702168776447","'882360001280487","2018-05-01 09:18:21","2018-05-01 09:20:21","52428800","'247","'05","UKMI 100MB@10 EUR"
"'8944501702168776447","'882360001280487","2018-05-01 09:18:21","2018-05-01 09:20:21","20480000","'247","'05","UKMI 100MB@10 EUR"
"'8944200103299005042","'447449355864","2018-05-01 09:18:21","2018-05-01 09:18:21","125952","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169520608","'882360001633560","2018-05-01 09:18:21","2018-05-01 09:18:22","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944500510178285924","'447937726863","2018-05-01 09:18:21","2018-05-01 09:31:23","2048","'234","'15","UKJ 1MB@0.79 OU 1.00 GBP"
"'8944502810151708993","'882360001096359","2018-05-01 09:18:21","2018-05-01 09:48:21","10240","'208","'20","UKJ BES5 LR@14 USD PER MB"
"'89011703278160620871","'882350816062087","2018-05-01 09:18:21","2018-05-01 09:19:58","2098176","'310","'410","UKAT 300MB@6.75 OU 0.10 USD Biz Z1"
"'8944200007314032149","'447414408215","2018-05-01 09:18:21","2018-05-01 09:18:21","1991680","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169574951","'882360001638995","2018-05-01 09:18:21","2018-05-01 09:18:26","1024","'310","'260","UKJ 5MB@1.99 OU 0.80 USD Teknos"
"'8944502810151744592","'882360001099919","2018-05-01 09:18:21","2018-05-01 09:48:21","1024","'302","'610","UKJ BES5 LR@14 USD PER MB"
"'8901260881205876468","'17876695162","2018-05-01 09:18:22","2018-05-01 09:18:40","1024","'310","'260","UKTM 5MB@1.30 OU 0.65 USD ITech UKTM"
"'8944501702168776454","'882360001280488","2018-05-01 09:18:22","2018-05-01 09:20:22","52428800","'247","'05","UKMI 100MB@10 EUR"
"'8944501702168776454","'882360001280488","2018-05-01 09:18:22","2018-05-01 09:20:22","52428800","'247","'05","UKMI 100MB@10 EUR"
"'8944502511169353125","'882360001616812","2018-05-01 09:18:22","2018-05-01 09:21:22","1024","'334","'020","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944502511169465283","'882360001628028","2018-05-01 09:18:22","2018-05-01 09:18:24","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944500606138132394","'447937878239","2018-05-01 09:18:22","2018-05-01 09:18:30","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'8944501702168776454","'882360001280488","2018-05-01 09:18:22","2018-05-01 09:20:22","20480000","'247","'05","UKMI 100MB@10 EUR"
"'8944503005179748795","'882360002187059","2018-05-01 09:18:22","2018-05-01 09:48:22","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944501512158564871","'447509741330","2018-05-01 09:18:22","2018-05-01 09:48:22","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944501702168680318","'882360001272874","2018-05-01 09:18:22","2018-05-01 09:52:49","1024","'334","'03","UKJ 2MB@1.60 OU 0.80 USD STG"
"'89011703278161154078","'882350816115407","2018-05-01 09:18:23","2018-05-01 09:18:42","3072","'302","'610","UKAT 100MB@5.50 OU 0.20 USD TFS Z1"
"'8944502511169709573","'882360001652457","2018-05-01 09:18:23","2018-05-01 09:19:23","1024","'302","'720","UKJ 1MB@1.35 OU 0.65 USD PGE Z2"
"'8944503005179789203","'882360002495630","2018-05-01 09:18:23","2018-05-01 09:19:54","1024","'310","'410","UKJ 3MB@1.50 OU 0.60 USD"
"'8944501101188526025","'882360003071382","2018-05-01 09:18:23","2018-05-01 09:20:11","1024","'310","'260","UKJ 2MB@1.21 OU 0.65 USD"
"'8944502511169709367","'882360001652436","2018-05-01 09:18:23","2018-05-01 09:21:07","1024","'302","'720","UKJ 1MB@1.35 OU 0.65 USD PGE Z2"
"'8944503005179983558","'882360002515065","2018-05-01 09:18:23","2018-05-01 09:28:07","1024","'310","'410","UKJ 1MB@1.11 OU 0.80 Tracking Solutions USD Z1"
"'8944502010148230553","'447509151055","2018-05-01 09:18:23","2018-05-01 09:28:28","1024","'310","'260","UKJ 90MB@43.06 OU 0.01 USD"
"'8944501108169010218","'882360000421021","2018-05-01 09:18:23","2018-05-01 09:58:02","1024","'310","'260","UKJ 3MB@0.95 OU 0.45 USD M2MG Z3"
"'8944502511169345576","'882360001616057","2018-05-01 09:18:23","2018-05-01 09:19:19","4096","'732","'123","UKJ 30MB@5.87 OU 0.80 EUR LG"
"'8944500510178328278","'882360002723582","2018-05-01 09:18:23","2018-05-01 09:19:40","1024","'302","'720","UKJ 1MB@1.35 OU 0.65 USD PGE Z2"
"'8944502511169237815","'882360001605281","2018-05-01 09:18:23","2018-05-01 09:18:47","1024","'310","'260","UKJ 2MB@2.15 OU 1.00 USD"
"'89011703278161154243","'882350816115424","2018-05-01 09:18:23","2018-05-01 09:19:15","28672","'302","'610","UKAT 100MB@5.50 OU 0.20 USD TFS Z1"
"'8944502511169326022","'882360001614102","2018-05-01 09:18:24","2018-05-01 09:30:09","10240","'234","'30","UKJ 8MB@1.10 OU 0.10 GBP REM Trading EE"
"'8944502511169477379","'882360001629237","2018-05-01 09:18:24","2018-05-01 09:48:37","1024","'310","'410","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944200103299007147","'447449377105","2018-05-01 09:18:24","2018-05-01 09:18:24","12288","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005179875952","'882360002504305","2018-05-01 09:18:24","2018-05-01 09:18:26","1024","'214","'03","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944503005179802030","'882360002496913","2018-05-01 09:18:24","2018-05-01 09:27:46","1024","'272","'01","UKJ 10MB@1.12 OU 0.20 EUR GMTCon"
"'8944502010148208591","'447509148859","2018-05-01 09:18:24","2018-05-01 09:19:31","1024","'234","'15","UKJ 6MB@1.95 OU 1.00 GBP T2"
"'8944501702168851398","'882360001287982","2018-05-01 09:18:24","2018-05-01 09:19:35","1024","'310","'410","UKJ 5MB@1.99 OU 0.45 USD Safekey"
"'8944502010148268934","'447509154893","2018-05-01 09:18:24","2018-05-01 09:20:32","1024","'310","'410","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944502511169520459","'882360001633545","2018-05-01 09:18:24","2018-05-01 09:18:26","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944501410158464111","'447937586254","2018-05-01 09:18:25","2018-05-01 09:23:59","1024","'204","'04","UKJ 2MB@1.07 OU 0.80 EUR 24MTH KOEK"
"'8944501505158333826","'447937561382","2018-05-01 09:18:25","2018-05-01 09:20:07","18432","'262","'01","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944502511169270303","'882360001608530","2018-05-01 09:18:25","2018-05-01 09:20:08","36864","'310","'260","UKJ 5MB@2.37 OU 0.80 USD AnyTr Z2B"
"'8944502511169284445","'882360001609944","2018-05-01 09:18:25","2018-05-01 09:31:58","2048","'655","'01","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944502405158383922","'447937566390","2018-05-01 09:18:25","2018-05-01 09:25:24","7168","'334","'03","UKJ 2MB@1.60 OU 0.80 USD STG"
"'8944200103299009119","'447453029350","2018-05-01 09:18:25","2018-05-01 09:18:25","753664","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005179768025","'882360002493512","2018-05-01 09:18:25","2018-05-01 09:35:12","1024","'310","'410","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944502010148266185","'447509154618","2018-05-01 09:18:25","2018-05-01 09:43:01","13312","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944501702168763825","'882360001279225","2018-05-01 09:18:25","2018-05-01 09:18:28","1024","'206","'01","UKJ 40MB@5.90 OU 0.20 GBP"
"'8944500606138142559","'447937879255","2018-05-01 09:18:26","2018-05-01 09:18:33","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'8944502511169604410","'882360001641941","2018-05-01 09:18:26","2018-05-01 09:18:52","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'89011703278161153880","'882350816115388","2018-05-01 09:18:26","2018-05-01 09:18:52","7168","'302","'610","UKAT 100MB@5.50 OU 0.20 USD TFS Z1"
"'8944503005179883972","'882360002505107","2018-05-01 09:18:26","2018-05-01 09:19:09","6144","'460","'00","UKJ 3MB@1.00 OU 0.35 USD ZS Z1B"
"'8944501702168849335","'882360001287776","2018-05-01 09:18:26","2018-05-01 09:28:06","6144","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944502010148262440","'447509154244","2018-05-01 09:18:26","2018-05-01 09:22:42","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944500510178434779","'882360002734232","2018-05-01 09:18:27","2018-05-01 09:20:08","1024","'310","'410","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944500510178316026","'882360002722357","2018-05-01 09:18:27","2018-05-01 09:20:10","1024","'310","'410","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944501702168776462","'882360001280489","2018-05-01 09:18:27","2018-05-01 09:20:27","52428800","'247","'05","UKMI 100MB@10 EUR"
"'8944501410158457438","'447937585586","2018-05-01 09:18:27","2018-05-01 09:27:10","1024","'204","'04","UKJ 2MB@1.07 OU 0.80 EUR 24MTH KOEK"
"'8944501702168835144","'882360001286357","2018-05-01 09:18:27","2018-05-01 09:33:25","4096","'310","'410","UKJ 5MB@1.99 OU 0.45 USD Safekey"
"'8944501201168654142","'447937725257","2018-05-01 09:18:27","2018-05-01 09:49:50","3072","'310","'260","UKJ 5MB@2.37 OU 0.80 USD AnyTr Z2B"
"'8944502010148268322","'447509154832","2018-05-01 09:18:27","2018-05-01 09:57:51","5120","'310","'410","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944200007314029764","'447414407977","2018-05-01 09:18:27","2018-05-01 09:18:27","13312","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8901260882225349338","'15203737227","2018-05-01 09:18:27","2018-05-01 09:23:35","105472","'310","'260","UKTM 250MB@3.75 OU 0.35 USD FGPS"
"'8944503005179798493","'882360002496559","2018-05-01 09:18:27","2018-05-01 09:35:53","2048","'334","'020","UKJ 5MB@2.69 OU 0.60 USD AGPS Zone 2A"
"'8944502010148279188","'447509155918","2018-05-01 09:18:27","2018-05-01 09:19:31","1024","'310","'260","UKJ 10MB@2.45 OU 0.40 USD FGPS Z1"
"'8944501702168776462","'882360001280489","2018-05-01 09:18:27","2018-05-01 09:20:27","52428800","'247","'05","UKMI 100MB@10 EUR"
"'8944501702168776462","'882360001280489","2018-05-01 09:18:27","2018-05-01 09:20:27","20480000","'247","'05","UKMI 100MB@10 EUR"
"'8944500510178213728","'882360002712127","2018-05-01 09:18:27","2018-05-01 09:18:40","21504","'234","'10","UKJ 100MB@4.47 OU 0.10 GBP CYP"
"'8944501702168759252","'882360001278768","2018-05-01 09:18:27","2018-05-01 09:21:41","1024","'234","'30","UKJ 10MB@2.10 OU 0.50 GBP RT"
"'8944501505158333990","'447937561399","2018-05-01 09:18:27","2018-05-01 09:42:52","293888","'262","'02","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944502511169574951","'882360001638995","2018-05-01 09:18:28","2018-05-01 09:18:32","1024","'310","'260","UKJ 5MB@1.99 OU 0.80 USD Teknos"
"'89011703278161153823","'882350816115382","2018-05-01 09:18:28","2018-05-01 09:18:48","10240","'302","'610","UKAT 100MB@5.50 OU 0.20 USD TFS Z1"
"'8944500510178429043","'882360002733659","2018-05-01 09:18:28","2018-05-01 09:19:39","1024","'302","'720","UKJ 1MB@1.35 OU 0.65 USD PGE Z2"
"'8944502810151712391","'882360001096699","2018-05-01 09:18:28","2018-05-01 09:48:28","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944502511169254943","'882360001606994","2018-05-01 09:18:28","2018-05-01 09:26:22","1024","'310","'260","UKJ 3MB@1.00 OU 0.25 USD AMS US"
"'8944503005178148138","'882360002176993","2018-05-01 09:18:28","2018-05-01 09:48:28","1024","'302","'220","UKJ BES5 LR@14 USD PER MB"
"'8944501512158577790","'447509742622","2018-05-01 09:18:28","2018-05-01 09:48:28","1024","'260","'02","UKJ BES5 LR@14 USD PER MB"
"'8944502511169213485","'882360001602848","2018-05-01 09:18:28","2018-05-01 09:36:35","1024","'310","'260","UKJ 3MB@0.95 OU 0.45 USD M2MG Z3"
"'8944200103299009762","'447453027646","2018-05-01 09:18:29","2018-05-01 09:18:29","247808","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005178058220","'882360002168002","2018-05-01 09:18:29","2018-05-01 09:21:29","1024","'334","'03","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944200103299001090","'447449364383","2018-05-01 09:18:29","2018-05-01 09:18:29","1774592","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944501505158338098","'447937561809","2018-05-01 09:18:29","2018-05-01 09:20:11","1024","'310","'410","UKJ 2MB@1.38 OU 0.80 USD iTrack"
"'8944502712138179654","'447937837965","2018-05-01 09:18:29","2018-05-01 09:24:25","28672","'206","'20","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944502010148232047","'447509151204","2018-05-01 09:18:29","2018-05-01 09:58:01","5120","'310","'410","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944502511169494366","'882360001630936","2018-05-01 09:18:30","2018-05-01 09:20:10","2048","'310","'260","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944502511169476801","'882360001629180","2018-05-01 09:18:30","2018-05-01 09:45:12","1024","'310","'260","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944503005178098333","'882360002172013","2018-05-01 09:18:30","2018-05-01 09:21:14","1024","'310","'410","UKJ 3MB@0.85 OU 0.15 USD STec Z1A"
"'8944502511169520590","'882360001633559","2018-05-01 09:18:30","2018-05-01 09:18:32","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169520426","'882360001633542","2018-05-01 09:18:30","2018-05-01 09:18:33","1024","'214","'03","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169604931","'882360001641993","2018-05-01 09:18:30","2018-05-01 09:18:54","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8944502511169252244","'882360001606724","2018-05-01 09:18:30","2018-05-01 09:24:05","3072","'310","'260","UKJ 3MB@1.00 OU 0.25 USD AMS US"
"'8944503005179829942","'447509726562","2018-05-01 09:18:30","2018-05-01 09:34:04","3072","'234","'10","UKJ 1MB@0.79 OU 1.00 GBP"
"'8944502712138191121","'447937839112","2018-05-01 09:18:30","2018-05-01 09:19:33","1024","'310","'260","UKJ 10MB@2.45 OU 0.40 USD FGPS Z1"
"'8944502511169574993","'882360001638999","2018-05-01 09:18:30","2018-05-01 09:19:35","1024","'310","'260","UKJ 10MB@2.85 OU 0.45 USD TN"
"'8944503005179878634","'11836343771","2018-05-01 09:18:30","2018-05-01 09:25:04","1024","'740","'00","UKA 5MB@2.73 OU 0.55 USD STAR"
"'8944500510178324780","'882360002723233","2018-05-01 09:18:30","2018-05-01 09:18:38","1024","'310","'260","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944502712138194125","'447937839412","2018-05-01 09:18:30","2018-05-01 09:18:56","2048","'310","'260","UKJ 10MB@2.45 OU 0.40 USD FGPS Z1"
"'8944500510178458406","'882360002736595","2018-05-01 09:18:30","2018-05-01 09:47:23","1024","'330","'110","UKJ 3MB@0.95 OU 0.45 USD M2MG Z3"
"'8944501410158459848","'447937585827","2018-05-01 09:18:31","2018-05-01 09:18:44","1024","'204","'04","UKJ 2MB@1.07 OU 0.80 EUR 24MTH KOEK"
"'8944501702168847487","'882360001287591","2018-05-01 09:18:31","2018-05-01 09:22:50","3072","'310","'410","UKJ 5MB@1.99 OU 0.45 USD Safekey"
"'8944500410169070130","'882360001435513","2018-05-01 09:18:31","2018-05-01 09:18:53","1024","'234","'30","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944200007315036701","'447414413671","2018-05-01 09:18:31","2018-05-01 09:18:31","58368","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944500606138132253","'447937878225","2018-05-01 09:18:31","2018-05-01 09:18:56","1024","'310","'410","UKJ 15MB@3.91 OU .65 USD"
"'8944502712138159466","'447937835946","2018-05-01 09:18:31","2018-05-01 09:19:16","1024","'204","'08","UKJ 2MB@1.07 OU 0.80 EUR 24MTH KOEK"
"'8944501505158367865","'447937564786","2018-05-01 09:18:31","2018-05-01 09:20:20","7168","'226","'01","UKJ 25MB@4.78 OU 0.60"
"'8944502010148302899","'447509158289","2018-05-01 09:18:31","2018-05-01 09:48:31","1024","'732","'123","UKJ BES5 LR@14 USD PER MB"
"'8944501007158386748","'882360000059167","2018-05-01 09:18:31","2018-05-01 09:54:26","8192","'204","'08","UKJ 0MB@0.30 OU 0.11 GBP"
"'8944503005179875929","'882360002504302","2018-05-01 09:18:32","2018-05-01 09:18:35","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944500410169087530","'882360001437253","2018-05-01 09:18:32","2018-05-01 09:58:26","4096","'234","'15","UKJ 15MB@3.91 OU .65 USD"
"'8944503005179876182","'882360002504328","2018-05-01 09:18:32","2018-05-01 09:18:33","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169523289","'882360001633828","2018-05-01 09:18:32","2018-05-01 09:18:34","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502010148262424","'447509154242","2018-05-01 09:18:32","2018-05-01 09:32:00","8192","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944200007315023048","'447414412305","2018-05-01 09:18:32","2018-05-01 09:18:32","52224","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944501702168764039","'882360001279246","2018-05-01 09:18:32","2018-05-01 09:19:10","8192","'272","'05","UKJ 40MB@5.90 OU 0.20 GBP"
"'8944502010148231692","'447509151169","2018-05-01 09:18:33","2018-05-01 09:21:31","2048","'310","'260","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944200103299005059","'447449356813","2018-05-01 09:18:33","2018-05-01 09:18:33","52224","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169558590","'882360001637359","2018-05-01 09:18:33","2018-05-01 09:23:30","6144","'234","'30","UKJ 5MB@1.30 OU 0.50 GBP REM"
"'8944501702168701627","'447937566505","2018-05-01 09:18:33","2018-05-01 09:19:47","1024","'505","'02","UKJ 5MB@2.35 OU 0.45 USD FP"
"'8944501410158462891","'447937586132","2018-05-01 09:18:34","2018-05-01 09:19:20","1024","'204","'08","UKJ 2MB@1.07 OU 0.80 EUR 24MTH KOEK"
"'8944502010148319133","'447509159913","2018-05-01 09:18:34","2018-05-01 09:24:30","28672","'262","'03","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944502511169674934","'882360001648993","2018-05-01 09:18:34","2018-05-01 09:37:03","1024","'310","'260","UKJ 3MB@0.95 OU 0.45 USD M2MG Z3"
"'8944501702168763825","'882360001279225","2018-05-01 09:18:34","2018-05-01 09:18:36","1024","'206","'01","UKJ 40MB@5.90 OU 0.20 GBP"
"'8944501108169048358","'882360000424835","2018-05-01 09:18:34","2018-05-01 09:28:19","1024","'310","'410","UKJ 1MB@1.11 OU 0.80 Tracking Solutions USD Z1"
"'8944503005179740594","'882360002186239","2018-05-01 09:18:34","2018-05-01 09:48:34","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944502511169520608","'882360001633560","2018-05-01 09:18:34","2018-05-01 09:18:41","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944503005179875952","'882360002504305","2018-05-01 09:18:35","2018-05-01 09:18:37","1024","'214","'03","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169574951","'882360001638995","2018-05-01 09:18:35","2018-05-01 09:18:39","1024","'310","'260","UKJ 5MB@1.99 OU 0.80 USD Teknos"
"'8944500606138132394","'447937878239","2018-05-01 09:18:35","2018-05-01 09:18:43","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'8944501204168934266","'882360001296269","2018-05-01 09:18:35","2018-05-01 09:19:19","23552","'234","'15","UKJ 100MB@4.47 OU 0.10 GBP CYP"
"'8944502010148266003","'447509154600","2018-05-01 09:18:35","2018-05-01 09:34:30","9216","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944502511169252616","'882360001606761","2018-05-01 09:18:35","2018-05-01 09:25:02","1024","'310","'260","UKJ 3MB@1.00 OU 0.25 USD AMS US"
"'8944500410169178180","'882360001446318","2018-05-01 09:18:35","2018-05-01 09:30:06","1024","'234","'10","UKJ 8MB@1.10 OU 0.10 GBP REM-T O2"
"'8944200007315035182","'447414413519","2018-05-01 09:18:36","2018-05-01 09:18:36","324608","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169465283","'882360001628028","2018-05-01 09:18:36","2018-05-01 09:18:37","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944500510178427427","'882360002733497","2018-05-01 09:18:36","2018-05-01 09:19:18","1024","'310","'410","UKTM 200MB@4.75 OU 0.20 USD STG Solutions Z1"
"'8944501410158461182","'447937585961","2018-05-01 09:18:36","2018-05-01 09:20:19","2048","'204","'04","UKJ 2MB@1.18 OU 0.80 EUR 12MTH KOEK"
"'8944501410158469847","'447937586827","2018-05-01 09:18:36","2018-05-01 09:23:30","10240","'234","'10","UKJ 20MB@2.90 OU 0.15 EUR AGG LOC"
"'8944503005179738234","'882360002186003","2018-05-01 09:18:36","2018-05-01 09:33:31","1024","'208","'01","UKJ BES5 LR@14 USD PER MB"
"'8944502712138188085","'447937838808","2018-05-01 09:18:36","2018-05-01 09:28:41","1024","'310","'260","UKJ 0.5MB@1.06 PM 15M@15.99 USD"
"'8944501410158407813","'447937580624","2018-05-01 09:18:36","2018-05-01 09:19:40","1024","'310","'260","UKJ 10MB@2.45 OU 0.40 USD FGPS Z1"
"'8944502511169520459","'882360001633545","2018-05-01 09:18:36","2018-05-01 09:18:38","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169232824","'882360001604782","2018-05-01 09:18:36","2018-05-01 09:19:00","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8944502010148265401","'447509154540","2018-05-01 09:18:36","2018-05-01 09:23:30","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944200103299006768","'447453032587","2018-05-01 09:18:37","2018-05-01 09:18:37","1024","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169232238","'882360001604723","2018-05-01 09:18:37","2018-05-01 09:19:02","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8944501702168764021","'882360001279245","2018-05-01 09:18:37","2018-05-01 09:19:27","6144","'272","'05","UKJ 40MB@5.90 OU 0.20 GBP"
